run_id	condition	trial_type	condition_1	desktop_conf	attent_conf	c_strength	stable_c	stable_col	scenario	efficacy_check	variability_check	age	gender	tech_issues	response	recorded_at	PROLIFIC_PID	str_correct	stab_correct	main_dv	main_dv_rec
162	19	html-slider-response	19	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	Z	blue	School	One had 90% average efficacy and the other 65%.	1	44	2: female	No errors at all	19	2022-01-04 11:23:05	5e3723a2c0b2896ad554be73	correct	correct	0.19	0.19
216	19	html-slider-response	19	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	Z	blue	School	One had 90% average efficacy and the other 65%.	1	20	2: female	"	70	2022-01-04 12:00:45	60ecac6455f17d8d14077e43	correct	correct	0.7	0.7
260	19	html-slider-response	19	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	Z	blue	School	One had 90% average efficacy and the other 65%.	1	66	1: male	"	15	2022-01-04 12:25:37	5be1c6db93cab6000123baf9	correct	correct	0.15	0.15
10	20	html-slider-response	20	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	Z	blue	School	One had 90% average efficacy and the other 65%.	1	27	2: female	"	14	2022-01-04 09:09:47	5efc7dad191f66024d26cd86	correct	correct	0.14	0.14
74	20	html-slider-response	20	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	Z	blue	School	One had 90% average efficacy and the other 65%.	1	35	1: male	"	100	2022-01-04 10:18:45	5b5f35fe64516800018b8ed2	correct	correct	1	1
139	20	html-slider-response	20	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	Z	blue	School	One had 90% average efficacy and the other 65%.	1	44	1: male	none	88	2022-01-04 10:41:16	5ee1311e3348314f4f4a8d30	correct	correct	0.88	0.88
245	20	html-slider-response	20	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	Z	blue	School	One had 90% average efficacy and the other 65%.	1	37	2: female	"	74	2022-01-04 12:12:04	57618e8a25224a0006d3756e	correct	correct	0.74	0.74
341	48	html-slider-response	20	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	Z	blue	School	One had 90% average efficacy and the other 65%.	1	26	2: female	n/a :)	83	2022-01-04 14:29:53	5e779837e8230d2ffd8717b1	correct	correct	0.83	0.83
342	37	html-slider-response	20	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	Z	blue	School	One had 90% average efficacy and the other 65%.	1	37	2: female	"	15	2022-01-04 14:29:56	60fccbb73c51e6d3af5fca5c	correct	correct	0.15	0.15
30	21	html-slider-response	21	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	Z	red	School	One had 90% average efficacy and the other 65%.	1	31	2: female	None	23	2022-01-04 09:27:49	5fe87d7f116bbf704e3237ec	correct	correct	0.23	0.23
60	21	html-slider-response	21	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	Z	red	School	One had 90% average efficacy and the other 65%.	1	32	2: female	no errors	11	2022-01-04 09:49:59	61486ad7059377d6f08fd91c	correct	correct	0.11	0.11
113	21	html-slider-response	21	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	Z	red	School	One had 90% average efficacy and the other 65%.	1	39	2: female	none	100	2022-01-04 10:34:12	5e99c8efae829502a02f6fc8	correct	correct	1	1
173	21	html-slider-response	21	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	Z	red	School	One had 90% average efficacy and the other 65%.	1	33	2: female	NA	64	2022-01-04 11:23:13	60c33f3e6706eca45e689ea4	correct	correct	0.64	0.64
233	21	html-slider-response	21	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	Z	red	School	One had 90% average efficacy and the other 65%.	1	38	2: female	"	11	2022-01-04 12:04:18	5e2b82843d8aa11d69c1bb2c	correct	correct	0.11	0.11
250	21	html-slider-response	21	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	Z	red	School	One had 90% average efficacy and the other 65%.	1	25	2: female	"	93	2022-01-04 12:25:26	5d9ed5eb340c7700150ab774	correct	correct	0.93	0.93
122	22	html-slider-response	22	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	Z	red	School	One had 90% average efficacy and the other 65%.	1	32	2: female	Not aware of any	22	2022-01-04 10:34:52	5b119f161e55760001b9daac	correct	correct	0.22	0.22
186	22	html-slider-response	22	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	Z	red	School	One had 90% average efficacy and the other 65%.	1	54	2: female	none	17	2022-01-04 11:23:33	60af61311582ee3d11ecd4e9	correct	correct	0.17	0.17
193	22	html-slider-response	22	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	Z	red	School	One had 90% average efficacy and the other 65%.	1	33	1: male	There was a spelling error in the instructions where a word was expressed as singular when plural would have been more appropriate; I can't remember the exact word.	4	2022-01-04 11:40:25	6165d21a10257825b4bebfcc	correct	correct	0.04	0.04
264	22	html-slider-response	22	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	Z	red	School	One had 90% average efficacy and the other 65%.	1	42	2: female	I did not see any errors	8	2022-01-04 12:25:39	5975b75a2356570001085d0c	correct	correct	0.08	0.08
303	22	html-slider-response	22	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	Z	red	School	One had 90% average efficacy and the other 65%.	1	55	1: male	"	7	2022-01-04 13:19:41	60eb157222020cca3fcf59a8	correct	correct	0.07	0.07
343	36	html-slider-response	22	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	Z	red	School	One had 90% average efficacy and the other 65%.	1	34	1: male	"	0	2022-01-04 14:31:09	60a0c79b332c02c8a73e57a5	correct	correct	0	0
40	23	html-slider-response	23	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	A	blue	School	One had 90% average efficacy and the other 65%.	1	18	2: female	"	58	2022-01-04 09:49:27	5ee8e6db0ad6f910b13ded91	correct	correct	0.58	0.42
75	23	html-slider-response	23	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	A	blue	School	One had 90% average efficacy and the other 65%.	1	30	2: female	N/a	70	2022-01-04 10:18:46	5e8eeb27a22991000abcb472	correct	correct	0.7	0.3
112	23	html-slider-response	23	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	A	blue	School	One had 90% average efficacy and the other 65%.	1	44	2: female	All good, no errors	98	2022-01-04 10:34:10	6004773518dc462500aff1ae	correct	correct	0.98	0.02
167	23	html-slider-response	23	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	A	blue	School	One had 90% average efficacy and the other 65%.	1	37	2: female	there was none. thank you.	0	2022-01-04 11:23:10	5f639c21192b540a86e6e559	correct	correct	0	1
213	23	html-slider-response	23	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	A	blue	School	One had 90% average efficacy and the other 65%.	1	63	2: female	none	95	2022-01-04 12:00:43	5f0049efc573a300096568f7	correct	correct	0.95	0.0499999999999999
285	23	html-slider-response	23	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	A	blue	School	One had 90% average efficacy and the other 65%.	1	34	2: female	"	100	2022-01-04 12:30:01	5d53eb2cb45aff0001981362	correct	correct	1	0
24	24	html-slider-response	24	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	A	blue	School	One had 90% average efficacy and the other 65%.	1	38	2: female	"	100	2022-01-04 09:27:34	5ece8a3c088813259ffc1e0f	correct	correct	1	0
99	24	html-slider-response	24	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	A	blue	School	One had 90% average efficacy and the other 65%.	1	34	2: female	None	10	2022-01-04 10:21:17	5c3ee97f6d874c0001bde431	correct	correct	0.1	0.9
152	24	html-slider-response	24	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	A	blue	School	One had 90% average efficacy and the other 65%.	1	62	1: male	"	89	2022-01-04 10:52:14	5eb86610d249ac7bfce6d37d	correct	correct	0.89	0.11
227	24	html-slider-response	24	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	A	blue	School	One had 90% average efficacy and the other 65%.	1	43	2: female	"	78	2022-01-04 12:00:55	5df009be35886f068d794ebd	correct	correct	0.78	0.22
257	24	html-slider-response	24	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	A	blue	School	One had 90% average efficacy and the other 65%.	1	22	1: male	"	9	2022-01-04 12:25:33	5f9b28cdd59a8e3148572a38	correct	correct	0.09	0.91
306	24	html-slider-response	24	1: I confirm	1: I will take it seriously	0.65 vs. 0.90	A	blue	School	One had 90% average efficacy and the other 65%.	1	59	2: female	"	100	2022-01-04 13:19:47	6172750b34d19d6f0cc3225f	correct	correct	1	0
13	25	html-slider-response	25	1: I confirm	1: I will take it seriously	0.85 vs. 0.90	A	red	Stocks	One had 90% average efficacy and the other 85%.	1	33	2: female	"	15	2022-01-04 09:27:00	5cc9bc7031164b00011997fa	correct	correct	0.15	0.85
64	25	html-slider-response	25	1: I confirm	1: I will take it seriously	0.85 vs. 0.90	A	red	Stocks	One had 90% average efficacy and the other 85%.	1	41	2: female	No issues.	0	2022-01-04 09:50:30	6090755b3aebf491674a5e86	correct	correct	0	1
106	25	html-slider-response	25	1: I confirm	1: I will take it seriously	0.85 vs. 0.90	A	red	Stocks	One had 90% average efficacy and the other 85%.	1	44	1: male	No Errors, well presented	0	2022-01-04 10:34:06	60459f654004876e609870e9	correct	correct	0	1
188	25	html-slider-response	25	1: I confirm	1: I will take it seriously	0.85 vs. 0.90	A	red	Stocks	One had 90% average efficacy and the other 85%.	1	35	2: female	none	0	2022-01-04 11:24:17	612f36ffdba08ffd6032560a	correct	correct	0	1
200	25	html-slider-response	25	1: I confirm	1: I will take it seriously	0.85 vs. 0.90	A	red	Stocks	One had 90% average efficacy and the other 85%.	1	26	1: male	none	0	2022-01-04 11:40:33	6124bc2ab4a7042465e1f558	correct	correct	0	1
251	25	html-slider-response	25	1: I confirm	1: I will take it seriously	0.85 vs. 0.90	A	red	Stocks	One had 90% average efficacy and the other 85%.	1	66	1: male	No problems thank you	27	2022-01-04 12:25:28	5ea055d3e106cc0009e70169	correct	correct	0.27	0.73
28	26	html-slider-response	26	1: I confirm	1: I will take it seriously	0.85 vs. 0.90	A	red	Stocks	One had 90% average efficacy and the other 85%.	1	30	1: male	"	0	2022-01-04 09:27:42	60cc9fe04f731a8094db2c46	correct	correct	0	1
66	26	html-slider-response	26	1: I confirm	1: I will take it seriously	0.85 vs. 0.90	A	red	Stocks	One had 90% average efficacy and the other 85%.	1	33	2: female	"	38	2022-01-04 09:57:59	612e309706778a2e8d27df01	correct	correct	0.38	0.62
140	26	html-slider-response	26	1: I confirm	1: I will take it seriously	0.85 vs. 0.90	A	red	Stocks	One had 90% average efficacy and the other 85%.	1	33	2: female	"	22	2022-01-04 10:43:37	56c8a2ca1d066b00064738be	correct	correct	0.22	0.78
181	26	html-slider-response	26	1: I confirm	1: I will take it seriously	0.85 vs. 0.90	A	red	Stocks	One had 90% average efficacy and the other 85%.	1	20	3: non-binary	I did not notice any	22	2022-01-04 11:23:23	60fd3cacc03a2a54f8c17de8	correct	correct	0.22	0.78
240	26	html-slider-response	26	1: I confirm	1: I will take it seriously	0.85 vs. 0.90	A	red	Stocks	One had 90% average efficacy and the other 85%.	1	50	2: female	"	19	2022-01-04 12:11:57	5edf3a73f4a50b1de157ff46	correct	correct	0.19	0.81
275	26	html-slider-response	26	1: I confirm	1: I will take it seriously	0.85 vs. 0.90	A	red	Stocks	One had 90% average efficacy and the other 85%.	1	37	2: female	"	0	2022-01-04 12:26:08	5dbddb1599284b3055843874	correct	correct	0	1
31	27	html-slider-response	27	1: I confirm	1: I will take it seriously	0.85 vs. 0.90	Z	blue	Stocks	One had 90% average efficacy and the other 85%.	1	33	1: male	"	90	2022-01-04 09:28:05	5d92fee662e97e0018134a6f	correct	correct	0.9	0.9
89	27	html-slider-response	27	1: I confirm	1: I will take it seriously	0.85 vs. 0.90	Z	blue	Stocks	One had 90% average efficacy and the other 85%.	1	48	1: male	"	73	2022-01-04 10:18:54	60ba3ba230144fd3e30a1a85	correct	correct	0.73	0.73
101	27	html-slider-response	27	1: I confirm	1: I will take it seriously	0.85 vs. 0.90	Z	blue	Stocks	One had 90% average efficacy and the other 85%.	1	30	2: female	"	100	2022-01-04 10:33:57	5fc0ddfbcfc57d00094c4b3d	correct	correct	1	1
220	27	html-slider-response	27	1: I confirm	1: I will take it seriously	0.85 vs. 0.90	Z	blue	Stocks	One had 90% average efficacy and the other 85%.	1	25	2: female	None	100	2022-01-04 12:00:49	5cac7cecdca0c30016ec7b3e	correct	correct	1	1
258	27	html-slider-response	27	1: I confirm	1: I will take it seriously	0.85 vs. 0.90	Z	blue	Stocks	One had 90% average efficacy and the other 85%.	1	50	2: female	"	78	2022-01-04 12:25:34	59dd4d2b0fb3a90001bd91f8	correct	correct	0.78	0.78
363	1	html-slider-response	27	1: I confirm	1: I will take it seriously	0.85 vs. 0.90	Z	blue	Stocks	One had 90% average efficacy and the other 85%.	1	49	2: female	"	78	2022-01-04 14:59:33	5f8f436e4676a71879786b95	correct	correct	0.78	0.78
7	28	html-slider-response	28	1: I confirm	1: I will take it seriously	0.85 vs. 0.90	Z	blue	Stocks	One had 90% average efficacy and the other 85%.	1	21	1: male	"	74	2022-01-04 09:09:28	6110f6170e61781607d7af23	correct	correct	0.74	0.74
110	28	html-slider-response	28	1: I confirm	1: I will take it seriously	0.85 vs. 0.90	Z	blue	Stocks	One had 90% average efficacy and the other 85%.	1	63	2: female	I found no errors but would like to add. I chose the retire growth as felt it offered stability. as the fund would have to support a standard of living for retired people i felt this was the best option. If other information is added such as the yearly average of people who will need to have the fund support them this could change the choice also if the people reliant on it would be means tested. thank you.	100	2022-01-04 10:34:09	610aadf3dc6d9b1de02c4a39	correct	correct	1	1
172	28	html-slider-response	28	1: I confirm	1: I will take it seriously	0.85 vs. 0.90	Z	blue	Stocks	One had 90% average efficacy and the other 85%.	1	62	2: female	"	0	2022-01-04 11:23:12	57f8a3ece480f5000136f588	correct	correct	0	0
239	28	html-slider-response	28	1: I confirm	1: I will take it seriously	0.85 vs. 0.90	Z	blue	Stocks	One had 90% average efficacy and the other 85%.	1	43	2: female	"	88	2022-01-04 12:11:57	611bac33b05155b4845a6f41	correct	correct	0.88	0.88
281	28	html-slider-response	28	1: I confirm	1: I will take it seriously	0.85 vs. 0.90	Z	blue	Stocks	One had 90% average efficacy and the other 85%.	1	43	2: female	"	25	2022-01-04 12:29:57	600c6dd17a49d53a5f347ceb	correct	correct	0.25	0.25
298	28	html-slider-response	28	1: I confirm	1: I will take it seriously	0.85 vs. 0.90	Z	blue	Stocks	One had 90% average efficacy and the other 85%.	1	24	1: male	"	0	2022-01-04 13:19:35	6060a66b5038da4bed166eed	correct	correct	0	0
78	29	html-slider-response	29	1: I confirm	1: I will take it seriously	0.85 vs. 0.90	Z	red	Stocks	One had 90% average efficacy and the other 85%.	1	34	2: female	"	100	2022-01-04 10:18:48	60a633760a932c3b1150e376	correct	correct	1	1
98	29	html-slider-response	29	1: I confirm	1: I will take it seriously	0.85 vs. 0.90	Z	red	Stocks	One had 90% average efficacy and the other 85%.	1	61	2: female	"	100	2022-01-04 10:21:08	6050cb50a965d6a6eb12361e	correct	correct	1	1
323	29	html-slider-response	29	1: I confirm	1: I will take it seriously	0.85 vs. 0.90	Z	red	Stocks	One had 90% average efficacy and the other 85%.	1	28	2: female	"	73	2022-01-04 13:21:41	60133fbe6dd22c1da959729e	correct	correct	0.73	0.73
327	31	html-slider-response	29	1: I confirm	1: I will take it seriously	0.85 vs. 0.90	Z	red	Stocks	One had 90% average efficacy and the other 85%.	1	36	1: male	none	17	2022-01-04 14:08:13	5f5a394323803b096f6cf195	correct	correct	0.17	0.17
345	3	html-slider-response	29	1: I confirm	1: I will take it seriously	0.85 vs. 0.90	Z	red	Stocks	One had 90% average efficacy and the other 85%.	1	26	2: female	"	84	2022-01-04 14:34:04	5f1ca52f499c5d564f65be5a	correct	correct	0.84	0.84
346	34	html-slider-response	29	1: I confirm	1: I will take it seriously	0.85 vs. 0.90	Z	red	Stocks	One had 90% average efficacy and the other 85%.	1	20	1: male	"	70	2022-01-04 14:34:05	5ee15a640c2ad1180fd1df83	correct	correct	0.7	0.7
32	30	html-slider-response	30	1: I confirm	1: I will take it seriously	0.85 vs. 0.90	Z	red	Stocks	One had 90% average efficacy and the other 85%.	1	36	2: female	"	100	2022-01-04 09:28:09	615de35472bb39478229a612	correct	correct	1	1
91	30	html-slider-response	30	1: I confirm	1: I will take it seriously	0.85 vs. 0.90	Z	red	Stocks	One had 90% average efficacy and the other 85%.	1	42	2: female	I did not encounter any errors	66	2022-01-04 10:19:00	5ac4b010f69e940001d97645	correct	correct	0.66	0.66
100	30	html-slider-response	30	1: I confirm	1: I will take it seriously	0.85 vs. 0.90	Z	red	Stocks	One had 90% average efficacy and the other 85%.	1	31	2: female	None	84	2022-01-04 10:33:52	61059ae3e280dd20c9d838de	correct	correct	0.84	0.84
194	30	html-slider-response	30	1: I confirm	1: I will take it seriously	0.85 vs. 0.90	Z	red	Stocks	One had 90% average efficacy and the other 85%.	1	38	2: female	"	25	2022-01-04 11:40:25	5a78dbd50f1bce000121af49	correct	correct	0.25	0.25
347	46	html-slider-response	30	1: I confirm	1: I will take it seriously	0.85 vs. 0.90	Z	red	Stocks	One had 90% average efficacy and the other 85%.	1	50	2: female	none	79	2022-01-04 14:35:56	5c4782d9cae0ab000188d2b4	correct	correct	0.79	0.79
365	33	html-slider-response	30	1: I confirm	1: I will take it seriously	0.85 vs. 0.90	Z	red	Stocks	One had 90% average efficacy and the other 85%.	1	58	1: male	none that i saw	78	2022-01-04 15:02:52	615ddab1e4f013092538b6c5	correct	correct	0.78	0.78
3	31	html-slider-response	31	1: I confirm	1: I will take it seriously	0.85 vs. 0.90	A	blue	Stocks	One had 90% average efficacy and the other 85%.	1	54	2: female	none	14	2022-01-04 09:09:03	5d55a0f63af827001981b8d6	correct	correct	0.14	0.86
63	31	html-slider-response	31	1: I confirm	1: I will take it seriously	0.85 vs. 0.90	A	blue	Stocks	One had 90% average efficacy and the other 85%.	1	27	2: female	Everything was fine.	17	2022-01-04 09:50:09	600182837b530e05a7c0171c	correct	correct	0.17	0.83
163	31	html-slider-response	31	1: I confirm	1: I will take it seriously	0.85 vs. 0.90	A	blue	Stocks	One had 90% average efficacy and the other 85%.	1	57	2: female	"	14	2022-01-04 11:23:05	59906c57b2bf030001c4f1ce	correct	correct	0.14	0.86
238	31	html-slider-response	31	1: I confirm	1: I will take it seriously	0.85 vs. 0.90	A	blue	Stocks	One had 90% average efficacy and the other 85%.	1	30	2: female	-	0	2022-01-04 12:11:56	5f00e667bc410b219fd63ca7	correct	correct	0	1
268	31	html-slider-response	31	1: I confirm	1: I will take it seriously	0.85 vs. 0.90	A	blue	Stocks	One had 90% average efficacy and the other 85%.	1	37	1: male	"	23	2022-01-04 12:25:43	60aab5962c85a00f1bc9631c	correct	correct	0.23	0.77
366	43	html-slider-response	31	1: I confirm	1: I will take it seriously	0.85 vs. 0.90	A	blue	Stocks	One had 90% average efficacy and the other 85%.	1	50	2: female	no issues	1	2022-01-04 15:04:23	5c4592d7f608210001a4b0a8	correct	correct	0.01	0.99
27	32	html-slider-response	32	1: I confirm	1: I will take it seriously	0.85 vs. 0.90	A	blue	Stocks	One had 90% average efficacy and the other 85%.	1	51	2: female	"	18	2022-01-04 09:27:40	5e0f26b63ccda26295505f0d	correct	correct	0.18	0.82
182	32	html-slider-response	32	1: I confirm	1: I will take it seriously	0.85 vs. 0.90	A	blue	Stocks	One had 90% average efficacy and the other 85%.	1	65	1: male	none	10	2022-01-04 11:23:28	5f07fa8eb11b0f44a40cf0a3	correct	correct	0.1	0.9
235	32	html-slider-response	32	1: I confirm	1: I will take it seriously	0.85 vs. 0.90	A	blue	Stocks	One had 90% average efficacy and the other 85%.	1	22	1: male	NO.	36	2022-01-04 12:07:13	6009606726f80266d809bf9a	correct	correct	0.36	0.64
273	32	html-slider-response	32	1: I confirm	1: I will take it seriously	0.85 vs. 0.90	A	blue	Stocks	One had 90% average efficacy and the other 85%.	1	32	1: male	"	0	2022-01-04 12:25:52	5e459f61418f610891628564	correct	correct	0	1
350	9	html-slider-response	32	1: I confirm	1: I will take it seriously	0.85 vs. 0.90	A	blue	Stocks	One had 90% average efficacy and the other 85%.	1	43	2: female	"	12	2022-01-04 14:41:35	597fe89a1b41a20001749f57	correct	correct	0.12	0.88
352	35	html-slider-response	32	1: I confirm	1: I will take it seriously	0.85 vs. 0.90	A	blue	Stocks	One had 90% average efficacy and the other 85%.	1	37	2: female	"	36	2022-01-04 14:42:55	5efb8358f81cbe0f08950fe4	correct	correct	0.36	0.64
71	33	html-slider-response	33	1: I confirm	1: I will take it seriously	0.75 vs. 0.90	A	red	Stocks	One had 90% average efficacy and the other 75%.	1	24	2: female	"	24	2022-01-04 10:18:41	6038d8b59649cf271c738f17	correct	correct	0.24	0.76
104	33	html-slider-response	33	1: I confirm	1: I will take it seriously	0.75 vs. 0.90	A	red	Stocks	One had 90% average efficacy and the other 75%.	1	45	2: female	none	4	2022-01-04 10:34:06	5ce94777de266200151ea319	correct	correct	0.04	0.96
156	33	html-slider-response	33	1: I confirm	1: I will take it seriously	0.75 vs. 0.90	A	red	Stocks	One had 90% average efficacy and the other 75%.	1	33	2: female	"	29	2022-01-04 11:06:58	5d0d4f43f5f6bb0018769e26	correct	correct	0.29	0.71
231	33	html-slider-response	33	1: I confirm	1: I will take it seriously	0.75 vs. 0.90	A	red	Stocks	One had 90% average efficacy and the other 75%.	1	29	2: female	No errors to report	0	2022-01-04 12:01:27	5ff2fc74fd62fb7d69701681	correct	correct	0	1
309	33	html-slider-response	33	1: I confirm	1: I will take it seriously	0.75 vs. 0.90	A	red	Stocks	One had 90% average efficacy and the other 75%.	1	42	1: male	"	100	2022-01-04 13:20:00	5dc5da21d999de45a504651b	correct	correct	1	0
367	21	html-slider-response	33	1: I confirm	1: I will take it seriously	0.75 vs. 0.90	A	red	Stocks	One had 90% average efficacy and the other 75%.	1	29	2: female	none	21	2022-01-04 15:05:46	610024bfd6e1038ba3b1601d	correct	correct	0.21	0.79
16	34	html-slider-response	34	1: I confirm	1: I will take it seriously	0.75 vs. 0.90	A	red	Stocks	One had 90% average efficacy and the other 75%.	1	46	2: female	none	21	2022-01-04 09:27:23	5dccf219aa4314964f7461d9	correct	correct	0.21	0.79
73	34	html-slider-response	34	1: I confirm	1: I will take it seriously	0.75 vs. 0.90	A	red	Stocks	One had 90% average efficacy and the other 75%.	1	50	1: male	There were no issues or problems.	88	2022-01-04 10:18:44	5810dfccaba80400016f13ea	correct	correct	0.88	0.12
105	34	html-slider-response	34	1: I confirm	1: I will take it seriously	0.75 vs. 0.90	A	red	Stocks	One had 90% average efficacy and the other 75%.	1	34	1: male	"	21	2022-01-04 10:34:06	5f6715ea82fb7d302d0b6ae9	correct	correct	0.21	0.79
187	34	html-slider-response	34	1: I confirm	1: I will take it seriously	0.75 vs. 0.90	A	red	Stocks	One had 90% average efficacy and the other 75%.	1	37	1: male	"	73	2022-01-04 11:23:52	61051fee6f4445537e79d659	correct	correct	0.73	0.27
198	34	html-slider-response	34	1: I confirm	1: I will take it seriously	0.75 vs. 0.90	A	red	Stocks	One had 90% average efficacy and the other 75%.	1	62	2: female	NA	60	2022-01-04 11:40:28	5ea925adf0ff0739ccf94b45	correct	correct	0.6	0.4
276	34	html-slider-response	34	1: I confirm	1: I will take it seriously	0.75 vs. 0.90	A	red	Stocks	One had 90% average efficacy and the other 75%.	1	23	2: female	I did not experience problems.	87	2022-01-04 12:26:47	60c279923600906295f5c93b	correct	correct	0.87	0.13
11	35	html-slider-response	35	1: I confirm	1: I will take it seriously	0.75 vs. 0.90	Z	blue	Stocks	One had 90% average efficacy and the other 75%.	1	28	2: female	"	80	2022-01-04 09:09:55	5ea8018973b0521f70fe7ba1	correct	correct	0.8	0.8
72	35	html-slider-response	35	1: I confirm	1: I will take it seriously	0.75 vs. 0.90	Z	blue	Stocks	One had 90% average efficacy and the other 75%.	1	25	2: female	no errors	81	2022-01-04 10:18:43	5f6f32f68322f6491511b1e3	correct	correct	0.81	0.81
211	35	html-slider-response	35	1: I confirm	1: I will take it seriously	0.75 vs. 0.90	Z	blue	Stocks	One had 90% average efficacy and the other 75%.	1	23	2: female	"	20	2022-01-04 12:00:42	60197829d8db93074a3d1289	correct	correct	0.2	0.2
265	35	html-slider-response	35	1: I confirm	1: I will take it seriously	0.75 vs. 0.90	Z	blue	Stocks	One had 90% average efficacy and the other 75%.	1	31	1: male	"	79	2022-01-04 12:25:39	614fbb4467c4c74f573a94d3	correct	correct	0.79	0.79
321	35	html-slider-response	35	1: I confirm	1: I will take it seriously	0.75 vs. 0.90	Z	blue	Stocks	One had 90% average efficacy and the other 75%.	1	25	2: female	"	100	2022-01-04 13:21:29	6078449140caf31f1912ee83	correct	correct	1	1
354	27	html-slider-response	35	1: I confirm	1: I will take it seriously	0.75 vs. 0.90	Z	blue	Stocks	One had 90% average efficacy and the other 75%.	1	36	2: female	None, thank you.	92	2022-01-04 14:45:39	59de4ee5d838ae0001850567	correct	correct	0.92	0.92
4	36	html-slider-response	36	1: I confirm	1: I will take it seriously	0.75 vs. 0.90	Z	blue	Stocks	One had 90% average efficacy and the other 75%.	1	52	1: male	It said this was a 4 minute study but even as a fast reader like myself, it took 10 minutes to complete.	17	2022-01-04 09:09:07	5e9ac38524030014e2c0a0d0	correct	correct	0.17	0.17
70	36	html-slider-response	36	1: I confirm	1: I will take it seriously	0.75 vs. 0.90	Z	blue	Stocks	One had 90% average efficacy and the other 75%.	1	31	1: male	"	100	2022-01-04 10:18:41	5dbc664e63b312204633e62c	correct	correct	1	1
125	36	html-slider-response	36	1: I confirm	1: I will take it seriously	0.75 vs. 0.90	Z	blue	Stocks	One had 90% average efficacy and the other 75%.	1	28	2: female	"	17	2022-01-04 10:35:20	608fdbc4196e5708ed3f291a	correct	correct	0.17	0.17
155	36	html-slider-response	36	1: I confirm	1: I will take it seriously	0.75 vs. 0.90	Z	blue	Stocks	One had 90% average efficacy and the other 75%.	1	35	1: male	N/A	9	2022-01-04 10:54:08	5e28e735ea776009d4d15c34	correct	correct	0.09	0.09
206	36	html-slider-response	36	1: I confirm	1: I will take it seriously	0.75 vs. 0.90	Z	blue	Stocks	One had 90% average efficacy and the other 75%.	1	58	2: female	"	85	2022-01-04 12:00:36	5d62e42406ed5a001a2084f3	correct	correct	0.85	0.85
261	36	html-slider-response	36	1: I confirm	1: I will take it seriously	0.75 vs. 0.90	Z	blue	Stocks	One had 90% average efficacy and the other 75%.	1	33	2: female	"	100	2022-01-04 12:25:38	5ed0f2aa83f09c0008dd8b57	correct	correct	1	1
29	37	html-slider-response	37	1: I confirm	1: I will take it seriously	0.75 vs. 0.90	Z	red	Stocks	One had 90% average efficacy and the other 75%.	1	27	1: male	no issues	93	2022-01-04 09:27:47	5e0ce0bbda6bad4819153380	correct	correct	0.93	0.93
87	37	html-slider-response	37	1: I confirm	1: I will take it seriously	0.75 vs. 0.90	Z	red	Stocks	One had 90% average efficacy and the other 75%.	1	57	2: female	none	14	2022-01-04 10:18:53	573dbfc9cc30e7000dc57410	correct	correct	0.14	0.14
119	37	html-slider-response	37	1: I confirm	1: I will take it seriously	0.75 vs. 0.90	Z	red	Stocks	One had 90% average efficacy and the other 75%.	1	49	1: male	Nothing to report	100	2022-01-04 10:34:21	5ec106c6fe77013c2e1e0ea6	correct	correct	1	1
147	37	html-slider-response	37	1: I confirm	1: I will take it seriously	0.75 vs. 0.90	Z	red	Stocks	One had 90% average efficacy and the other 75%.	1	22	2: female	"	80	2022-01-04 10:46:42	5ee555d4719c2a0e0fd595ca	correct	correct	0.8	0.8
