run_id	recorded_at	gender	age	main_dv	tech_issues	stable_cause	efficacy_check	variability_check	desktop_conf	att_conf	causal_strength	decision_level	str_correct	stab_correct	main_dv_rec
338	24.12.2021 13:12	1	52	0.12	"{""Q0"":""}"	Z	90	2	1	1	ninety	personal	correct	correct	0.12
355	24.12.2021 15:43	2	33	0.7	"{""Q0"":""None, it was so nicely made.""}"	Z	90	2	1	1	ninety	personal	correct	correct	0.7
5	23.12.2021 16:44	2	20	0.19	"{""Q0"":""no errors\n""}"	A	90	1	1	1	ninety	personal	correct	correct	0.81
13	23.12.2021 17:07	2	30	0.25	"{""Q0"":""}"	A	90	1	1	1	ninety	personal	correct	correct	0.75
25	23.12.2021 17:08	1	32	0.02	"{""Q0"":""}"	A	90	1	1	1	ninety	personal	correct	correct	0.98
30	23.12.2021 17:09	1	38	0.71	"{""Q0"":""}"	A	90	1	1	1	ninety	personal	correct	correct	0.29
45	24.12.2021 05:56	2	29	0.11	"{""Q0"":""}"	A	90	1	1	1	ninety	personal	correct	correct	0.89
64	24.12.2021 05:57	2	38	0.2	"{""Q0"":""}"	A	90	1	1	1	ninety	personal	correct	correct	0.8
70	24.12.2021 05:57	1	62	0	"{""Q0"":""No problems to report here.""}"	A	90	1	1	1	ninety	personal	correct	correct	1
78	24.12.2021 05:58	2	40	0	"{""Q0"":""no errors. Best of luck in your research""}"	A	90	1	1	1	ninety	personal	correct	correct	1
90	24.12.2021 06:16	2	19	0.96	"{""Q0"":""n/a""}"	A	90	1	1	1	ninety	personal	correct	correct	0.04
102	24.12.2021 06:16	1	21	1	"{""Q0"":""No errors :)""}"	A	90	1	1	1	ninety	personal	correct	correct	0
108	24.12.2021 06:17	2	26	0.39	"{""Q0"":""}"	A	90	1	1	1	ninety	personal	correct	correct	0.61
125	24.12.2021 06:18	1	52	0	"{""Q0"":""}"	A	90	1	1	1	ninety	personal	correct	correct	1
132	24.12.2021 06:18	1	37	0	"{""Q0"":""I did not encounter any issues with this study.""}"	A	90	1	1	1	ninety	personal	correct	correct	1
140	24.12.2021 06:19	1	54	0.25	"{""Q0"":""}"	A	90	1	1	1	ninety	personal	correct	correct	0.75
161	24.12.2021 06:30	2	37	0	"{""Q0"":""}"	A	90	1	1	1	ninety	personal	correct	correct	1
171	24.12.2021 06:31	1	40	0.02	"{""Q0"":""}"	A	90	1	1	1	ninety	personal	correct	correct	0.98
186	24.12.2021 07:38	2	63	0.23	"{""Q0"":""}"	A	90	1	1	1	ninety	personal	correct	correct	0.77
192	24.12.2021 07:39	3	28	0.04	"{""Q0"":""}"	A	90	1	1	1	ninety	personal	correct	correct	0.96
205	24.12.2021 07:39	2	39	0.21	"{""Q0"":""}"	A	90	1	1	1	ninety	personal	correct	correct	0.79
211	24.12.2021 07:39	2	21	0	"{""Q0"":""}"	A	90	1	1	1	ninety	personal	correct	correct	1
226	24.12.2021 07:40	1	27	0	"{""Q0"":""no errors""}"	A	90	1	1	1	ninety	personal	correct	correct	1
229	24.12.2021 07:40	2	49	0	"{""Q0"":""}"	A	90	1	1	1	ninety	personal	correct	correct	1
249	24.12.2021 07:40	2	61	0	"{""Q0"":""}"	A	90	1	1	1	ninety	personal	correct	correct	1
256	24.12.2021 07:44	2	29	0.12	"{""Q0"":""}"	A	90	1	1	1	ninety	personal	correct	correct	0.88
264	24.12.2021 07:57	1	36	0.07	"{""Q0"":""No thing thank you for your efforts ""}"	A	90	1	1	1	ninety	personal	correct	correct	0.93
274	24.12.2021 07:58	1	77	0.01	"{""Q0"":""}"	A	90	1	1	1	ninety	personal	correct	correct	0.99
287	24.12.2021 07:58	2	26	0.07	"{""Q0"":""}"	A	90	1	1	1	ninety	personal	correct	correct	0.93
292	24.12.2021 07:58	1	52	0.3	"{""Q0"":""}"	A	90	1	1	1	ninety	personal	correct	correct	0.7
312	24.12.2021 07:59	1	36	0	"{""Q0"":""N/A""}"	A	90	1	1	1	ninety	personal	correct	correct	1
340	24.12.2021 13:42	2	32	0	"{""Q0"":""None.""}"	A	90	1	1	1	ninety	personal	correct	correct	1
341	24.12.2021 13:42	2	25	0.22	"{""Q0"":""i had a keyboard malfunction where i entered my age wrong (im not 235) and then somehow opened developer tools and then got a blank screen. had no choice but to refresh the page and do the whole survey again which wasn't really a problem and allowed me to correct the error.""}"	A	90	1	1	1	ninety	personal	correct	correct	0.78
353	24.12.2021 15:20	1	23	0	"{""Q0"":""}"	A	90	1	1	1	ninety	personal	correct	correct	1
