sID	Condition	Strength	Level	Unstable_label	Unstable_col	rating_stable	rating_unstable	Desktop_Confirmation	Attention_Confirmation	Age	Sex	Justification	Efficacy_check	Variability_check	Technical_issues	Duration (sek)	scenario_check
790	1	ten	government	Zyphranol	blue	93	11	1	1	44	1	While there were a greater number of people saved with the Zeph (Don't remember the exact name) brand, it's only for a certain demographic based on blood composition.  The remainder of those who are not assisted and have the  bad  blood composition, will be relatively un-helped by the medicine.  The other Ac (Also don't remember the exact name) brand medicine at least /always/ helps around 10% of the people, so a greater number of people might be saved overall.	6	1	No errors encountered	352	correct
793	1	ten	government	Zyphranol	blue	83	38	1	1	38	1	At first I thought the medicine that varied wildly would be ultimately better because ten percent is already very low odds of survival, so it might be worth it to have the extra boost for some people.  When I saw the graph, I noticed that the varying medicine dropped down to at or near zero percent most of the time, which is definitely not ideal for the average person.  I don't recall the text saying that we know what type of blood a person has, so without this information it is too much of a gamble for each individual person to make.	6	1	-99	403	correct
794	1	ten	government	Zyphranol	blue	16	86	1	1	30	2	If the government orders Alcetyne, then I feel that we are essentially sentencing 90% of the population to death. Given Zyphranol's impressive efficacy in people with certain blood compositions, I think it has a higher likelihood of saving more lives.	6	1	I noticed no errors	344	correct
796	1	ten	government	Zyphranol	blue	21	70	1	1	69	1	Well they both provide 10% cover overall, so on that basis there is no difference. I have a 66% bias though for the one that saves up to 90% of people in certain groups, though it was a hard decision. 10% of everybody is a very small amount, surely even if it's only luck, the response should be to save as many people as possible. Obviously of course I'd hope I was in a group where 90% of people were saved.	6	1	none that I noticed, but I was concentrating on the questions.	534	correct
798	1	ten	government	Zyphranol	blue	39	63	1	1	33	1	While Alcetyne is more consistent in terms of saving people, it has such a low chance of saving people. Zyphranol is extremely effective to certain people and for that reason we should go with a more guaranteed cure until a possible new option is available.	6	1	-99	645	correct
801	1	ten	government	Zyphranol	blue	100	0	1	1	37	1	Personally I believe that in this situation where all information is known, that all people should have some chance of survival if possible.	6	1	-99	297	correct
804	1	ten	government	Zyphranol	blue	100	8	1	1	29	2	Alcetyne makes the most sense for a population of people with differing blood types. With Zyphranol, a large number of people will be taking a tablet that does absolutely nothing to prevent them dying, which is a waste of money for the government and not effective treatment for the patients.	6	1	None	212	correct
805	1	ten	government	Zyphranol	blue	100	0	1	1	38	1	The Z drug definitely benefits a few people far more than the A drug, however it condemns most people to ineffective treatment and death. In an ideal world the government should order both and, through testing, give the Z drug to those with the specific blood groups that benefit from it whilst giving the A drug to everyone else. In the presented scenario, it seems more fair to buy the A drug.	6	1	-99	296	correct
806	1	ten	government	Zyphranol	blue	90	8	1	1	45	2	The drug where only the people with a certain blood type may be cured is very discriminatory.  Only about 9 of the blood types have a chance, for the majority of the rest it is down to zero, there is a much better chance with the other drug and I think it's much fairer on the population if everyone has a fair chance of being cured.	6	1	-99	500	correct
808	1	ten	government	Zyphranol	blue	24	63	1	1	22	1	The higher potential of the blue medicine makes it a better option in my opinion.	6	1	-99	212	correct
809	1	ten	government	Zyphranol	blue	48	49	1	1	61	1	On balance there is little difference it appears that about the same number of people will die regardless of the choice	6	1	None, it worked perfectly, thanks	364	correct
811	1	ten	government	Zyphranol	blue	86	24	1	1	52	1	With Z... here is less chance of survival for people who aren't lucky enough to have the right blood type. With A... everyone has the same chance	6	1	-99	738	correct
812	1	ten	government	Zyphranol	blue	66	68	1	1	63	1	Zyphranol struck me as being the better option as it was very effective with some blood groups. i ordered the other pills as well as it may be that a blood test can identify those for which Zyphranol is better,	6	1	No issues	289	correct
815	1	ten	government	Zyphranol	blue	68	34	1	1	26	2	While both medicines save patients at the same rate (10%), the variability between patients receiving Z means that there is not an equal chance between individuals. I believe that in medicine, everyone should have access to the same types of treatment which is why A is better in my eyes. If it was possible to do a blood test beforehand to find out the patients blood composition, then I feel like both A and Z should be ordered in equal quantities.	6	1	No errors.	512	correct
816	1	ten	government	Zyphranol	blue	75	34	1	1	39	1	Over time, they're both going to save 10% however I believe that being fair to all would be to use the one with the stable average	6	1	-99	352	correct
817	1	ten	government	Zyphranol	blue	99	20	1	1	49	1	On average the use of acetynol seems to evenly treat all patients , giving a 10% chance, the other drug seemed too erratic in its treatment.	6	1	-99	271	correct
819	1	ten	government	Zyphranol	blue	76	24	1	1	61	2	the pink medicine gives abetter chance for everyone, the blue gives abetter chance to fewer people	6	1	-99	331	correct
821	1	ten	government	Zyphranol	blue	81	31	1	1	46	1	THE CHOICE BETWEEN MANY DIEING AND A FEW, I WOULD GO WITH THE MANY LIVING	5	3	-99	201	incorrect
823	1	ten	government	Zyphranol	blue	99	1	1	1	47	2	One of the drugs has more consistent results and will therefore treat more or a known quantity rather than risk with the other	6	3	-99	320	incorrect
824	1	ten	government	Zyphranol	blue	77	40	1	1	26	2	the one I chose has a more steady rate on the graph compared to the other which goes up and down	6	3	-99	449	incorrect
831	1	ten	government	Zyphranol	blue	67	48	1	1	65	1	It's a difficult decision but alcetyne gives more or less an equal chance for everyone. Zyphranol may be better in some populations if the blood composition data for that population is analysed too.	6	1	Nothing untoward noticed.	938	correct
832	1	ten	government	Zyphranol	blue	60	38	1	1	38	2	I doesn't really matter which they order unless doctors also have a way to identify the composition of a patients blood in time to choose which treatment they use, but for some reason my intuition said the medicine with more consistent results is better.	6	1	-99	249	correct
835	1	ten	government	Zyphranol	blue	18	83	1	1	57	2	As zyphranole only is varying in blood groups it seems the better choice to be more effective where as the other has no reasoning to why it is a better choice snd the fact that this is based on blood groups gives less chance of early treatment where the other at least has an advantage not being tied to specific bloods.	6	2	-99	502	incorrect
837	1	ten	government	Zyphranol	blue	3	94	1	1	28	2	even though the probability is 10% on both looking at the graft even though there are some blood types have the percentage of 10% or lower this low percentage is out done by the percentage of blood types that have a higher percentage of survival rate	6	1	none	680	correct
840	1	ten	government	Zyphranol	blue	99	0	1	1	56	1	For me, it was a question of - do you use government money to give everyone an equal chance of survival or do you use government money (raised by taxation) to favour one group over another. I think the latter would lead to public unrest whereas the former could be sold as - we're all in this together.	6	1	-99	833	correct
842	1	ten	government	Zyphranol	blue	81	39	1	1	25	2	with the medication beginnging with A atleast every one gets the same chance. It doesn't sound nice that some people taking the one begining with Z might as well not take it. After all it evens out to 10% for both medications anyway	6	1	-99	316	correct
844	1	ten	government	Zyphranol	blue	71	25	1	1	39	1	I chose A above Z because, even though they are equally effective on average, Z is pretty much completely ineffective on the majority of blood types whereas A is more effective across all blood types. If forced to choose one over the other, then this seemed like the better option.	6	1	-99	604	correct
845	1	ten	government	Zyphranol	blue	82	21	1	1	46	2	As overall, as time is of the essence. the drug A was generally more effective. If we had ordered drug Z, we would really need to test for Blood composition of patients before treatment, otherwise, the drug may have no effect at all.	6	1	-99	262	correct
848	1	ten	government	Zyphranol	blue	99	8	1	1	26	1	Alcetyne helps pretty much everybody with the same percentage of 10%, whereas Zyphranol helps nearly everybody with only around 1 or 2% with high percentages with certain blood compositions (not many.)	6	1	-99	460	correct
849	1	ten	government	Zyphranol	blue	10	6	1	1	24	1	I believe the balance of probabilities does not favour either and you'd have just as good a chance winging it	6	3	-99	360	incorrect
533	2	ten	personal	Zyphranol	blue	100	0	1	1	25	2	I would not want to risk the likelihood of surviving by taking the drug that can affect you based on blood type. I would rather play it safe and take the drug that is 10% survival rate for everyone	6	1	-99	306	correct
535	2	ten	personal	Zyphranol	blue	100	9	1	1	41	2	I chose fully agree to take Acetylne because its effects across all blood types are reliable throughout whereas it isn't with the other medicine. I did not rate the other medicine as completely fully disagree to take it because if there was an instance where my first choice was not available I would rather have an option to take any medicine, even if the probability of early treatment is 10%.	6	1	spelling error of medicine ( medicien ) in the beginning explanations	605	correct
536	2	ten	personal	Zyphranol	blue	84	54	1	1	30	2	I do not think it's unlikely that in a dire situation I'd be willing to try the medicine that has a more variable rate of saving lives,  but since it does seem slightly riskier, I would probably be more likely to choose the other medicine.	6	1	-99	136	correct
538	2	ten	personal	Zyphranol	blue	0	100	1	1	26	2	A 10% survival chance is very low, by choosing this option there is at least a chance of a higher % rate than this.	6	1	-99	215	correct
540	2	ten	personal	Zyphranol	blue	92	47	1	1	22	2	The Zyphranol chances will be lower than 10% even if there will be higher than 10%  depending on your composition of your blood whereas Alcetyne depends litlle on your blood.	6	1	-99	644	correct
544	2	ten	personal	Zyphranol	blue	77	50	1	1	22	2	I think I would rather take the one that is known tp be more effective. However, they both seem to be relatively low in actually providing life-saving services. Therefore, I would be happy to take either on the balance that there is only a 10% chance that I would be saved anyway	6	1	-99	185	correct
545	2	ten	personal	Zyphranol	blue	58	48	1	1	36	2	As time is important I guess the more consistent medication is potentially safer to take	5	2	-99	309	incorrect
548	2	ten	personal	Zyphranol	blue	80	57	1	1	27	2	the chance of Alcetyne working from the graph seems to be the best to pick as the results are more consistent even though the percentages are the same. Whereas the Zyphranol line is very up and down so seems like more of a risk.	6	1	-99	609	correct
549	2	ten	personal	Zyphranol	blue	59	72	1	1	27	2	although both have the same average % of death (10%) the first one has better ratings on the graph.	8	3	Couple of spelling errors in the first description page.	246	incorrect
550	2	ten	personal	Zyphranol	blue	98	7	1	1	29	2	I didn't count but out of the approximately 20 different types of blood, the medicine beginning with Z will only save about 7 people, admittedly, the efficacy for those individuals is much higher, but the probability that I am one of those successful blood types is quite low. Whereas the other drug can potentially save all blood types.  In all honesty, I would probably ask for a blood test, or take both.	6	1	The word 'medicine' was spelled wrong on the information page.	428	correct
551	2	ten	personal	Zyphranol	blue	21	89	1	1	28	2	The first option seemed to have a higher protection rate on the graph compared to the other	6	2	-99	227	incorrect
554	2	ten	personal	Zyphranol	blue	22	85	1	1	21	2	I have a higher chance of having a high chance if living. If i haooen to be one of thos blood types im more likely to live	6	1	-99	231	correct
556	2	ten	personal	Zyphranol	blue	100	0	1	1	32	1	Since I dont know blood type it gives  better chance	6	1	-99	412	correct
558	2	ten	personal	Zyphranol	blue	84	47	1	1	20	1	Although both treatments' effective rate is the same, I would lean towards the one that has similar effects towards all blood compositions as it is less of a gamble	6	1	-99	515	correct
563	2	ten	personal	Zyphranol	blue	13	85	1	1	29	2	I would take Zyphranol because it presents higher odds for better treatment as compared to Alcetyne.	6	1	-99	702	correct
565	2	ten	personal	Zyphranol	blue	78	58	1	1	24	2	This was a hard choice. I leaned more towards the one that had the more consistent 10% survival rate only because it seemed that very few blood compositions had higher percentages compared to a lot more blood compositions with lower effectiveness	6	1	-99	369	correct
566	2	ten	personal	Zyphranol	blue	81	45	1	1	48	2	The graph provided showed that out of 40 samples, only 8 of those people had an efficacy of over 10%, while the rest had under 10 %.  Based on just those numbers alone, I would rather take the more consistent medication.   The one thing you don't factor into this though is that most doctors, unless it is an urgent situation, would test your blood and would tell you,  Based on bloodwork testing, we are of the opinion that taking Z(drug name) would have a higher efficacy rating for your blood type   Otherwise they would likely just give you the A(drug name).      In my own experience, I was taking a drug with known side effects (ulipristal acetate), where I had to undergo monthly liver testing. Because 5 people died in Europe from taking that medication (over a few years) It was pulled from the market in the USA and Canada.  Millions of people benefited from this medication and when it was properly used, it improved the lives of those people. I know it improved mine and allowed me to function.  The frustrating part to me is that more people die of aspirin overdoses yearly in the USA and Canada and aspirin is still on the market.  :(	6	1	I noted that one of the words was misspelled 'patience' rather than patients :)	1053	correct
569	2	ten	personal	Zyphranol	blue	1	72	1	1	22	1	Because it there are more  Chances survival	6	3	-99	375	incorrect
570	2	ten	personal	Zyphranol	blue	9	88	1	1	20	1	As both treatments are equally effective, I would rather prefer the one with more effective rates with regards to blood composition.	6	3	-99	519	incorrect
571	2	ten	personal	Zyphranol	blue	2	98	1	1	34	2	I would like to be given the best possible chance and that would be if my blood type helped me so i would go with the medicine that could make it more effective.	6	1	-99	258	correct
572	2	ten	personal	Zyphranol	blue	26	80	1	1	20	2	Because the A drug would only give me a 10% chance of survival... which is still quite low. With the Z drug, I'd have a chance of having the blood type where I'd have a much higher chance of survival. Therefore I think I might as well go for the Z drug	6	1	there was a spelling error in the description of the medicines. I think it was spelt medicien. Everything else good!	348	correct
576	2	ten	personal	Zyphranol	blue	9	91	1	1	63	2	The chance of surviving using drug Z is much higher for some blood groups and not actually that much worse for the worst scenario cases.  If my chance with the other drug (L) was only low anyhow, then  there is more benefit from hoping I would be one of the ones who would benefit immensely from drug Z.	6	1	Be handy to have the names of the two drugs each time so could spell them out	406	correct
578	2	ten	personal	Zyphranol	blue	21	85	1	1	47	2	about 50% of blood types have a higher survival rate with Z than A.... however, I'd take both if they were available.	6	1	-99	392	correct
580	2	ten	personal	Zyphranol	blue	86	19	1	1	40	1	I would choose Alcetyne because even though Zyphranol can be far more effective with some types of blood composition, the number of blood compositions that this is the case for is far too low for me to consider it.	6	1	-99	948	correct
581	2	ten	personal	Zyphranol	blue	43	86	1	1	49	2	Zyphranol seems to enable a higher rate of survival.	5	1	-99	812	incorrect
582	2	ten	personal	Zyphranol	blue	32	61	1	1	52	2	Because Zyphranol seems to give a slightly better chance of helping	6	1	-99	196	correct
583	2	ten	personal	Zyphranol	blue	93	14	1	1	31	2	I am person who would rather play safe in any situation, I don't like to gamble especially with something important like my life. Even though Zyphranol may give me a higher chance of survival, I think that would be all based on luck. I'm not willing to gamble my life and take a chance and would rather take the safer way even though the probability it gives me is lower.	6	1	No issues encountered.	383	correct
584	2	ten	personal	Zyphranol	blue	20	88	1	1	31	2	Because my chances of having the blood group with the biggest success rate is bigger than the other	6	1	-99	273	correct
586	2	ten	personal	Zyphranol	blue	17	76	1	1	21	2	the one that starts with z has better results, and the other one has guaranteed results	6	2	-99	434	incorrect
589	2	ten	personal	Zyphranol	blue	78	22	1	1	37	2	In my life I was never a  gambler  type of a person. Somehow the steady 10% seems to be more attractive and more fair.	6	1	-	497	correct
590	2	ten	personal	Zyphranol	blue	70	26	1	1	56	1	Firstly I would hope that there was an ability to put in place a system to test a persons blood composition. The fact that Z only appeared to have a better outcome in seven cases then the safer choice is A.	6	1	-99	506	correct
594	2	ten	personal	Zyphranol	blue	75	52	1	1	33	1	One is more of a gamble, and there is a high risk it will do nothing at all. I chose the one which was 10% for all blood groups as this is less of a gamble.	6	1	-99	221	correct
598	2	ten	personal	Zyphranol	blue	78	16	1	1	64	1	A difficult decision but I feel more comfortable with a safe 10% not knowing my blood composition	6	1	-99	555	correct
601	2	ten	personal	Zyphranol	blue	11	82	1	1	32	1	Based on the graph provided, the one i mentioned i would not want to use looked stable, however the percentage was relatively low. The other one, although sporadic, looked like it had a greater success rate when it worked.	6	1	-99	547	correct
602	2	ten	personal	Zyphranol	blue	92	20	1	1	38	1	The consistent 10% chance is much more likely to apply to me. Without knowing my blood composition it would be a complete shot in the dark about whether the second medicine will have any or zero effect.	6	1	Spelling error of  medicine  in one of the descriptions.	406	correct
604	2	ten	personal	Zyphranol	blue	76	33	1	1	36	1	In the real world I think I would want to understand the EV of the outcome better than can really be determined from the graph. However it seems likely that Zyphranol gives a worse chance of survival. Even assuming the EVs were the same, I think I would be instinctively inclined against the 'high risk reward' type profile. But it's a really interesting question.	6	1	None	347	correct
605	2	ten	personal	Zyphranol	blue	27	64	1	1	25	1	Because I felt it was pretty chance that I contracted Lipogastrosis, so I would play with chance once again to increase my chances of getting out of that condition better than the flatline probability of the red medicine.	6	1	All fine, no errors. I welcome future studies.	531	correct
607	2	ten	personal	Zyphranol	blue	88	15	1	1	32	2	both medicines have a low rate of success, but I'd rather use a medicine which is known to have a 10% success rate rather than one which for the most part is wholly unsuccessful for the majority	6	1	-99	401	correct
609	2	ten	personal	Zyphranol	blue	22	78	1	1	30	2	If the overall probability is a low as 10% I would rather take the risk and take the drug that could have the higher chance of survival. The difference to me between 10% and 0% is not worth it compared the possible benefit of having a much much higher chance if my blood composition is one of the better ones	6	1	no errors	270	correct
610	2	ten	personal	Zyphranol	blue	16	92	1	1	39	2	I decided to take a chance on the Z medicine as depending on my blood type I could have a much better chance of survival.    The other medicine only gave me a bet chance of 10% survival.	6	1	-99	290	correct
613	2	ten	personal	Zyphranol	blue	88	5	1	1	22	2	I feel the medication which i have chosen is more stable and safe. The other might have high peaks of sucess with certain blood groups but it has large dips too, so it just seems more risky to me	6	1	non	561	correct
615	2	ten	personal	Zyphranol	blue	99	7	1	1	47	2	with Alcetyne, I have a 10% chance of recovery regardless of blood type. With Zyphranol, I have a very poor chance if I have the wrong blood composition. 10% is better than no chance.	6	1	-99	707	correct
616	2	ten	personal	Zyphranol	blue	15	86	1	1	46	2	to me it seems to be a better outcome hoping that your one of the luckier patients	3	1	none	263	incorrect
617	2	ten	personal	Zyphranol	blue	95	51	1	1	28	1	If I had a virus that has a high chance of me dying, I think I would take the Alcetyne because is more effective for all blood type, the other is highly effective with specific blood types	6	1	-99	575	correct
620	2	ten	personal	Zyphranol	blue	1	100	1	1	22	2	The probability of me dying for either of them is low. With the alcetyne its low no matter what, but with zyphranol theres a chance if could not be low, so I'll take that chance.	6	1	Medicines was spelt wrong in the big initial explanation I think	275	correct
621	2	ten	personal	Zyphranol	blue	81	13	1	1	40	2	If there is no way to test me to see whether my blood make up is such that I will definitely benefit from Z, I would feel I have a better chance with A.	6	1	-99	243	correct
624	2	ten	personal	Zyphranol	blue	41	51	1	1	21	2	Using the chart the blue medicine has a higher spike in success rate whereas the red medicine is lower but consistent.	4	3	No	540	incorrect
626	2	ten	personal	Zyphranol	blue	100	52	1	1	28	2	With medicine Z, depending on your blood type, theres a chance that the medince would not work at all (as well as a chance that it would work very well). However medicine A, would work evenly across all blood types. As I would not know my blood type, the odds that medicine Z may work at all is unknown, so the possiblity that it would not work at all is very much possible.     I took the medicine that has clearer data (Medince A)	6	1	No known errors	489	correct
627	2	ten	personal	Zyphranol	blue	100	1	1	1	37	2	i want to have the best odds so i would rather have the 10% rather than knowing it may be less than that	6	1	-99	490	correct
628	2	ten	personal	Zyphranol	blue	99	0	1	1	38	1	There chances of dug B surviving were at least an average 10% across all blood groups. Without knowing my blood type, I have a lower chance of survival effectiveness on an individual basis in my opinion. Banking on drug A, I would be hoping to be in a small range of blood groups which have high success rates, however if I was not in those groups I would have a very low chance of surviving. At least with drug B I have a seemingly 10% flat chance at an individual level of survival.	6	1	-99	481	correct
629	2	ten	personal	Zyphranol	blue	21	16	1	1	29	1	I'd be more inclined to take the more consistent chance of a small benefit rather than the risk that my blood composition was compatible for the few that it was highly effective	5	1	-99	340	incorrect
630	2	ten	personal	Zyphranol	blue	0	100	1	1	44	2	The chances of my death are very high no matter which medicine I take.  I would take the extreme chance that one medicine may interact better with my blood, therefore saving me.	6	1	-99	246	correct
631	2	ten	personal	Zyphranol	blue	92	3	1	1	40	2	It feels to me like there's a better overall chance with the one I've chosen, the other one is a lottery and I don't consider myself a very lucky person	6	1	None.	292	correct
635	2	ten	personal	Zyphranol	blue	100	0	1	1	24	1	If you were to take Zyphranol, there is a much larger chance of it not saving you, as it only covers specific blood compositions and is basically 0% for the rest of the compositions, whereas Acetyl ( forgot the name) at least would give me roughly the same chance of survival, not dependent on blood composition.	6	1	-99	276	correct
636	2	ten	personal	Zyphranol	blue	100	100	1	1	21	1	I am willing to take either or even both as even a 10% chance of survival is better than death. I would ideally want to take both if possible because alcetyne will always give a 10% chance of survival while the other one varies depending on my blood type. If I take both and I have the right blood type then I am much better off. If I don't have the right blood type then i'll still get the 10% chance of survival.	6	1	I was unsure if i was allowed to say I wanted to take both for 'best of both worlds' or if I was only allowed one and to take the risk between having the right blood type or a flat 10% survival rate.	429	correct
638	2	ten	personal	Zyphranol	blue	0	100	1	1	47	2	I chose the second medicine because I believe I would be one of the people with a higher chance of surviving.	6	1	-99	300	correct
639	2	ten	personal	Zyphranol	blue	99	48	1	1	40	2	it's all about chance unless you know the blood composition, so i would rather take something that i know could help cure me.	6	1	none	361	correct
640	2	ten	personal	Zyphranol	blue	70	42	1	1	61	1	As I do not know my blood type it seems my chances of recovery are probably better with alcetyne . it would be a 50/50 gamble on the other solution . To be honest the more I think about thre less sure about either solution I become	6	1	-99	804	correct
645	2	ten	personal	Zyphranol	blue	19	93	1	1	48	1	A 10% survival rate is obviously fairly low, but the survival rates with the Z____ drug, should I have the preferable blood composition, are clearly much higher, even though they are lower should I not have the right blood composition. The gamble that I have the preferable blood composition intuitively seems a better bet than the 90% chance I won't survive if I use the A___ drug. (Apologies I can't spell the fictional drug names - I remembered them as  A  and  Z ).	6	1	Seemed fine to me, only I would have liked the spelling of the two fictional drug names included on the pages where I wrote my rationale as they were next to impossible to remember other than as  A  and  Z .	563	correct
649	2	ten	personal	Zyphranol	blue	64	28	1	1	30	2	I would be more likely to choose A medicine as there is a more consistent 10% chance that it would cure the illness. I would be less likely to choose Z medicine as it is so sporadic with it's percentages and so it may have no effect whatsoever and feels more like a lottery.	6	1	-99	412	correct
650	2	ten	personal	Zyphranol	blue	91	44	1	1	33	2	As the results are more consistent with the one I chosen and don't vary as much according to blood type.	6	1	I noticed a spelling error of medicine.	294	correct
653	2	ten	personal	Zyphranol	blue	100	1	1	1	36	2	The A medicine (sorry can't remember its whole name) It looked like from the graph it had more of a success rate than the other one. Less people have died.	6	3	-99	348	incorrect
655	2	ten	personal	Zyphranol	blue	49	57	1	1	27	2	The Z one would seem befitting to my needs	6	2	-99	531	incorrect
656	2	ten	personal	Zyphranol	blue	50	59	1	1	44	2	I think Zyphranol would give me a better chance as the percentage range is higher on the y axis of the graph. Though if I had the wrong blood type I could lose the 10% chance as well. It's a risk but may be worth taking in the situation.	6	1	-99	855	correct
657	2	ten	personal	Zyphranol	blue	100	2	1	1	80	1	I have no reason to suspect that i would have a non-typical blood group.	6	3	-99	317	incorrect
658	2	ten	personal	Zyphranol	blue	30	68	1	1	22	3	drug A gives a consistent 10% chance of survival to everyone. therefore, by selecting drug A you are choosing the 10% survival chances. i would be more willing to choose drug Z because if i had one of the lucky blood groups then my chance of survival could be around 80%. however, i am not 100% commited to drug Z because if i do not have one of the lucky blood types then my chance of survival is very very low	6	1	none	362	correct
662	2	ten	personal	Zyphranol	blue	88	52	1	1	21	2	Given that I don't have time to work out my blood composition I thought it would be more sensible to take the medicine which acts equally across all blood types rather than take a chance of it not working at all if I have the wrong blood type.	6	1	-99	242	correct
663	2	ten	personal	Zyphranol	blue	86	28	1	1	21	2	Very difficult scenario. I would be more inclined to take the medication that works best across all blood variants for a few reasons; it's more likely to give me SOME chance at fighting the disease rather than the potential to have barely any effect. I personally have  bad luck  when it comes to health and the worst scenario generally occurs- I would be more comforted knowing I have atleast a little bit of an immunity boost. I don't know the rarity of the blood composition that agrees best with the Z medication, maybe the blood composition that gives highest chance of immunity. I could be taking a chance that I have a VERY rare blood composition. I would obviously need a lot more information on this but intuitively, I would rather take a guaranteed benefit rather than a possible benefit.	6	1	N/A	733	correct
665	2	ten	personal	Zyphranol	blue	99	48	1	1	60	2	if the blood is not being tested then you have a higher chance of A not working better than the Z and 10% rate with the Z makes more sense as at least you will get something	6	2	no errors	505	incorrect
669	2	ten	personal	Zyphranol	blue	34	81	1	1	33	1	I feel like the 10% success rate of the treatments is so low I would sooner take a chance on the Zyphranol being potentially compatible with my blood composition and having a much higher chance at preventing death, even if it's an even lower chance of survival when not compatible.	6	1	No issues	661	correct
672	2	ten	personal	Zyphranol	blue	49	82	1	1	46	2	the one medicine helps more people at a greater rate, but also can be at a lesser rate  the other one is pretty steady and gives you a ten percent chance o matter wat	6	1	-99	504	correct
675	2	ten	personal	Zyphranol	blue	11	80	1	1	36	2	I would have a better chance of not dying by taking the one that starts with a Z	4	1	-99	162	incorrect
676	2	ten	personal	Zyphranol	blue	100	29	1	1	28	2	Without knowing my blood composition, I would be hesitant to take zephranyl because it may yield an unfavourable result. Whereas with the Acetephryl I have a safere bet based on how it reacts in the body.	6	1	I do not recall seeing one	865	correct
678	2	ten	personal	Zyphranol	blue	29	71	1	1	34	2	as there is more chance of survival with the medicine beginning with z, it would make sense to select that one over the one beginning with a that stayed the same (sorry, I forgot how they are spelled )	6	1	no errors	318	correct
681	2	ten	personal	Zyphranol	blue	78	52	1	1	35	2	I do not like to take risks and taking the Z drug seems to be a risk. The A drug is consistent which is what I would prefer, even though the chance of death is high!	6	1	-99	334	correct
684	2	ten	personal	Zyphranol	blue	90	59	1	1	21	2	there is less risk in taking the drug which is not affected by blood type. there is far more variation in the results of the other drug.	6	1	-99	219	correct
686	2	ten	personal	Zyphranol	blue	11	90	1	1	41	1	I think i would take the risk and hope i would be in one of that blood groups where the medicine worked well. I0% seems pretty low anyway so i feel you might as well take the risk and try and get something that's more effective even if there is a small chance of it been ineffective.	6	1	-99	440	correct
688	2	ten	personal	Zyphranol	blue	56	86	1	1	43	1	Both drugs offer around 10% chance of recovery, but the second drug seems to offer much higher chances if you have a certain blood type. In short, I would consider it to be a bit of a gamble.	6	1	-99	643	correct
690	2	ten	personal	Zyphranol	blue	19	100	1	1	35	2	Depending on my blood type, Z may be much more likely to save me than A.	6	1	-99	213	correct
691	2	ten	personal	Zyphranol	blue	84	17	1	1	24	2	I would take the less risky medication, in the hope that it would buy me a bit more time to gather information on my blood type and how the other medication would effect me. The other medication seemed to be either very effective or not effective at all, i would be risk adverse in this situation so would avoid this until i had more information on how would effect me specifically.	6	1	In the last two slides, i forgot which name of the medicine referred to which one (when I was writing the explanation), a reminder of which is which would be helpful as i forgot the names.	203	correct
692	2	ten	personal	Zyphranol	blue	91	7	1	1	59	1	Unless I knew my blood type it would make more sense to take the one that works equally well regardless of blood type. But I would expect my doctor to know my blood type and advise which vaccine would be best	6	1	-99	421	correct
694	2	ten	personal	Zyphranol	blue	2	99	1	1	39	2	i chose zyphranol because i felt the odd of surviving were higher	6	1	-99	532	correct
697	2	ten	personal	Zyphranol	blue	100	0	1	1	33	2	I feel that the one I choose had a better chance to rid the virus. I someone who like to take chances	3	2	-99	165	incorrect
700	2	ten	personal	Zyphranol	blue	75	9	1	1	70	1	With the Alcetyne medicine, I would have at least some chance in all circumstances of it working and making me better. With Zyphranol there are just too many blood types that it wouldn't cure. 10% isn't really good in either case, but at least Alcetyne works on everyone.	6	1	No errors that I would see.  Pretty bad medicine.	452	correct
705	2	ten	personal	Zyphranol	blue	1	100	1	1	48	1	The probability of dying even after taking either medicine is still high, however there is a chance I will have the blood type which would increase the chances of a cure with the second medicine, so I would choose that.	6	1	-99	327	correct
707	2	ten	personal	Zyphranol	blue	1	86	1	1	26	2	the reason I chose zypherol, is because it has a higher usage and my chances of serviving with this medication is more likely then the other medication.	3	3	-99	567	incorrect
708	2	ten	personal	Zyphranol	blue	0	100	1	1	39	2	zyphronol seems the medicine with a better chance of survival rate	6	1	-99	299	correct
712	2	ten	personal	Zyphranol	blue	59	66	1	1	29	1	Efficacy is profoundly higher with those of a certain blood group - I would choose to take it in the hopes that I am part of one of those blood groups.	6	1	No issues, thanks!	164	correct
713	2	ten	personal	Zyphranol	blue	2	99	1	1	79	2	Based on the fact that the average is the same for both , I would opt for the treatment with the much greater advantage for a few blood types	6	1	-99	599	correct
714	2	ten	personal	Zyphranol	blue	49	48	1	1	40	2	I am 50/50 on which I would take as they both have a 10 percent rate depending on your bloody type. I would certainly be hard to pick without knowing the extra info	6	3	-99	273	incorrect
717	2	ten	personal	Zyphranol	blue	50	79	1	1	63	1	I'd like to give myself the biggest chance of survival.	6	1	Medicines   is spelt so.	650	correct
718	2	ten	personal	Zyphranol	blue	87	8	1	1	19	2	It is a massive gamble taking the blue drugs so I would take the other as it is still a very low percentage that aren't helped with the red drug	8	2	-99	249	incorrect
721	2	ten	personal	Zyphranol	blue	23	81	1	1	35	1	With only a 10% chance overall with one drug, I would risk taking the one that has a higher percentage chance of survival based on blood compositions.	6	1	N/A	311	correct
722	2	ten	personal	Zyphranol	blue	61	36	1	1	30	1	I'd lean towards Alcetyne as there is a consistent 20% success rate. Zyphranol is all or nothing but mostly nothing.	6	1	-99	391	correct
